cik,year,filename,incorporation_state,incorporation_year,employee_count,fiscal_year_end,headquarters_state,company_product,ceo_lastname,ceo_fullname_backup
93410,1993,93410_1993.txt,Delaware,1926,"47,576",,,,,
810020,1993,810020_1993.txt,Delaware,1971,260,December 31,,,,
66901,1993,66901_1993.txt,Florida,1926,"16,679",,,,,
83394,1993,83394_1993.txt,Delaware,1958,,,,,Gallagher,
107889,1993,107889_1993.txt,,1958,"8,161",,New York,,,
47217,1993,47217_1993.txt,,1947,"96,200",,,,Arthur,
789073,1993,789073_1993.txt,Delaware,1985,"23,300",,,,,
833079,1993,833079_1993.txt,Maryland,1993,,,,purchasing or otherwise acquiring mortgages and other liens on and interests in real estate,Hamberlin,
311259,1993,311259_1993.txt,,1993,"1,720",,,,,
877930,1993,877930_1993.txt,,1985,,,Texas,exploring for and producing oil and natural gas,,
7332,1993,7332_1993.txt,,1992,651,,,,,
60251,1993,60251_1993.txt,,1910,"5,200",,,,,
61617,1993,61617_1993.txt,Maine,1972,472,,,,Rowe,
46989,1993,46989_1993.txt,Delaware,1912,"14,083",,,,,
217416,1993,217416_1993.txt,Louisiana,1946,"1,200",,,,,
811156,1993,811156_1993.txt,Michigan,1987,"10,168",,,,,Michael G. Morris
51434,1993,51434_1993.txt,,1941,"72,500",,,,,
29924,1993,29924_1993.txt,,1990,"10,000",,,,,
861439,1993,861439_1993.txt,July,1957,"28,200",,Texas,,,
18072,1993,18072_1993.txt,Washington,1993,467,,,,,
81023,1993,81023_1993.txt,New Mexico,1917,,,,,,
764622,1993,764622_1993.txt,,1985,,,Arizona,,,
23632,1993,23632_1993.txt,New York State,1993,,,,,,
52827,1993,52827_1993.txt,,1968,"1,500",,CT,,Gross,
740796,1993,740796_1993.txt,Florida,1988,"1,483",,,"concrete crossties, concrete grade crossings, and other concrete products principally for sale to Railway, and in the manufacture of concrete light po",,
36161,1993,36161_1993.txt,Delaware,1993,"17,355",,,,,
75608,1993,75608_1993.txt,California,1937,,December 31,,,Brower,
356130,1993,356130_1993.txt,Iowa,1974,12,,,,,
719413,1993,719413_1993.txt,,1993,17,,Idaho,,,
71932,1993,71932_1993.txt,,1937,900,,,,,
749751,1993,749751_1993.txt,California,1990,,,California,,,
14272,1993,14272_1993.txt,Delaware,1989,,,,,,
836243,1993,836243_1993.txt,,1994,,,,,Fischer,
814246,1993,814246_1993.txt,Delaware,1969,,,,selling or issuing payment instruments (such as the Company's Comchek(R) instrument) or in the business of transmitting funds to obtain a license from,Mc,
64079,1993,64079_1993.txt,August,1991,"36,000",,,,,
60086,1993,60086_1993.txt,,1967,,,,owning and operating six large crude oil tankers that are used primarily to transport crude oil from the Persian Gulf to a limited number of ports in,,
98349,1993,98349_1993.txt,Delaware,1986,"26,936",,,,,
774197,1993,774197_1993.txt,Ohio,1985,"6,748",,,,,
43952,1993,43952_1993.txt,New York,1925,,,,,,
21665,1993,21665_1993.txt,Delaware,1923,,,,,,
823392,1993,823392_1993.txt,Indiana,1917,"4,417",,,,,
804124,1993,804124_1993.txt,,1984,509,,,,,
857067,1993,857067_1993.txt,October,1990,15,,,,,
53117,1993,53117_1993.txt,,1969,"35,000",,,,,
9389,1993,9389_1993.txt,,1922,,,Indiana,,,
746838,1993,746838_1993.txt,,1993,"49,000",,Pennsylvania,,,
730409,1993,730409_1993.txt,,1986,600,,,,Brenner,
72162,1993,72162_1993.txt,,1993,400,,,,,
19617,1993,19617_1993.txt,Delaware,1968,,,,,,
352949,1993,352949_1993.txt,Kansas,1915,,,,,,
75129,1993,75129_1993.txt,,1907,"1,124",,,,,
107844,1993,107844_1993.txt,Wisconsin,1993,270,,Illinois,"furnishing a wide variety of advanced telecommunications services in Wisconsin, including local exchange and toll service and network access services ",,
714310,1993,714310_1993.txt,April,1927,,,,,,
277135,1993,277135_1993.txt,Illinois,1928,"10,219",,,,,
86312,1993,86312_1993.txt,,1993,,,,,Hale,
107830,1993,107830_1993.txt,Wisconsin,1993,,,,,,
851945,1993,851945_1993.txt,,1984,355,,,,,
45012,1993,45012_1993.txt,Delaware,1924,,,,,,
740156,1993,740156_1993.txt,January,1992,,,,,,
20286,1993,20286_1993.txt,August,1987,,,,life insurance and accident and health insurance in 45 states and the District of Columbia,,
79731,1993,79731_1993.txt,Maryland,1925,"1,962",,,,Baum,
30770,1993,30770_1993.txt,Delaware,1946,"21,800",,,,,
88205,1993,88205_1993.txt,Delaware,1911,,,,,,
48174,1993,48174_1993.txt,Virginia,1992,,,,,Collins,
717217,1993,717217_1993.txt,,1983,28,,,,,
351696,1993,351696_1993.txt,,1981,,,Texas,,,
910079,1993,910079_1993.txt,November,1993,,,,,,
796838,1993,796838_1993.txt,,1993,"1,200",,,,,
30419,1993,30419_1993.txt,Delaware,1930,,,,,,
746969,1993,746969_1993.txt,,,"4,745",March 31,,,,
740126,1993,740126_1993.txt,,1993,"8,500",,,,,
805264,1993,805264_1993.txt,,1993,"1,124",,,,,
823094,1993,823094_1993.txt,Michigan,1988,"1,531",,,,Taubman,
40834,1993,40834_1993.txt,New York,1904,"12,900",,,,,
787977,1993,787977_1993.txt,,1986,"2,175",,,,,
8868,1993,8868_1993.txt,New York,1992,,,,,,
44545,1993,44545_1993.txt,Delaware,1906,,,,,Hutchins,
276283,1993,276283_1993.txt,Utah,1994,,,,,,
819793,1993,819793_1993.txt,Delaware,1993,,,,,,
833088,1993,833088_1993.txt,,1992,,December 31,,purchasing or otherwise acquiring mortgages and other liens on and interests in real estate,,
37115,1993,37115_1993.txt,Pennsylvania,1937,,,,,,
830158,1993,830158_1993.txt,Tennessee,1984,18,,,,,
794447,1993,794447_1993.txt,,1985,400,,,,,
817383,1993,817383_1993.txt,Maryland,1993,,,Arizona,"advising the Company with respect to various aspects of the Company's business and operations, managing the overall business and operations of the Com",,
356801,1993,356801_1993.txt,,1982,,,,brokering housing- related insurance to cooperatives,,
85961,1993,85961_1993.txt,Florida,1955,,,,,,
75594,1993,75594_1993.txt,,1991,,,,capacity in and the operation of a submarine fiber optic cable between the United States and Japan,,
789570,1993,789570_1993.txt,,1993,,,Nevada,,,
47111,1993,47111_1993.txt,Delaware,1993,,,,,,
720032,1993,720032_1993.txt,,,"1,900",,,"acquiring, exploring, and developing oil and gas properties by acquiring producing properties and further exploring and developing them",,
101841,1993,101841_1993.txt,December,1991,1548,,,"furnishing regulated and nonregulated communications services, mainly local, intraLATA long-distance and interexchange carrier access",,
101829,1993,101829_1993.txt,Delaware,1934,,,,,,
810578,1993,810578_1993.txt,Delaware,1994,,,Illinois,,,
